Cause,Donor_Name,Amount,Donor_history,Donor_history_2,Donor_history_3
"For Sumeru Centre Fund",Niranjan Amratlal Desai	,10000  INR,"Contributed $100,000 to the Sumeru Centre Fund.","Invested $190,000 in a startup developing sustainable drainage solutions to prevent floods.","Pledged $300,000 towards the advancement of environmental conservation efforts."
"For Corpus Fund
",Ramniklal Narandas Surelia HUF	,33500	INR,"Donated $100,000 to the Corpus Fund.","Supported flood literacy with a grant of $200,000 to develop educational materials on flood preparedness.","Donated $50,000 to provide emergency relief for disaster-affected communities."
"Meals for Students
",Justice C.K.Buch        ,30000	INR,"Supported Meals for Students with a donation of $100,000.","Helped improve accessibility by donating $120,000 to install braille signage in public spaces.","Invested approximately $400,000 in renewable energy projects for sustainable development."
"Meals for Students
",Sunil Trikamdas Chandwani	,15000 INR,"Contributed $100,000 to provide Meals for Students.","Invested $130,000 in a research institute focused on developing assistive technologies for blind people.","Contributed $150,000 to fund healthcare programs providing medical aid to marginalized populations."
"Meals for Students
",Gordhanbhai F.Patel	,10000 INR,"Donated $100,000 to provide Meals for Students.","Donated $140,000 to support advocacy efforts for blind people's rights and inclusion.","Pledged $300,000 towards the construction of affordable housing for low-income families."
"Meals for Students
",Mukund Charitable Trust	,91941	INR,"Contributed $100,000 to provide Meals for Students.","Donated $40,000 to a mental health outreach program providing community workshops.","Donated $50,000 to provide food assistance for hunger relief efforts in impoverished regions."
"Meals for Students
",Sonia Amitbhai Agrawal	,15000 INR,"Supported Meals for Students with a donation of $100,000.","Supported the publication of a research paper with a grant of $20,000 focusing on mental health interventions.","Donated $140,000 to a rural charity providing training and employment opportunities."
"Meals for Students
",Ramsinh Dolubhai Gohil	,15000 INR,"Contributed $100,000 to provide Meals for Students.","Contributed $25,000 to an innovation competition for startups developing mental health technologies.","Donated $200,000 to support rural development initiatives last year."
"For General Donation
",Priyank Madhuben Patel	,18000 INR,"Made a General Donation of $100,000 to support charitable causes.","Invested $190,000 in a startup providing renewable energy solutions for rural households.","Invested approximately $400,000 in projects aimed at improving rural infrastructure."
"For Chess Development Fund
",Deep Pharma	,25001	INR,"Supported the Chess Development Fund with a donation of $100,000.","Donated $200,000 to support various humanitarian causes last year.","Donated $40,000 to a mental health outreach program providing community workshops."
"For General Donation
",Avdhesh Ramanuj	,11000 INR,"Made a General Donation of $100,000 to support charitable causes.","Invested approximately $400,000 in initiatives aimed at improving access to education.","Contributed $90,000 towards implementing water recycling systems in industrial settings."
"For General Donation
",Vatsal P Thakor	,34000 INR,"Made a General Donation of $100,000 to support charitable causes.","Contributed $150,000 to fund community development projects in rural areas.","Pledged $160,000 to establish water purification plants in drought-affected regions."
For Blind People,Mukund Charitable Trust,9754 INR,"Donated $200,000 to support blind people's initiatives a year ago.","Pledged $300,000 towards the advancement of environmental conservation efforts.","Donated $40,000 to support research on innovative water sanitation technologies."
For Blind People,Krishna Corporation	,27000	INR,"Invested around $400,000 in programs aimed at improving accessibility for blind people.","Donated $50,000 to provide emergency relief for disaster-affected communities.","Provided $55,000 in funding for a mobile clinic offering healthcare services to blind people."
For Blind People,Kamleshkumar Vimal Shah	,10000 INR,"Sponsored a seminar with a donation of $170,000 focusing on innovative approaches to education.","Helped blind people by donating $250,000 towards educational resources and assistive technologies.","Invested $65,000 in a technology startup focused on creating affordable braille displays for blind people."
For Blind People,Moson Le Exparts	,6000 INR,"Donated $180,000 to a charity providing educational resources to children in refugee camps.","Contributed $150,000 to support blind people's employment opportunities and vocational training.","Donated $70,000 to sponsor a symposium bringing together experts to discuss issues facing blind people."
For Blind People,Nishit Patel	,6000 INR,"Invested $190,000 in a startup developing low-cost educational materials for developing countries.","Pledged $300,000 towards enhancing healthcare services tailored for blind people.","Sponsored a seminar with a donation of $170,000 focusing on innovative approaches to education."
For Blind People,Ravikant Rameshkumar Soni	,5000 INR,"Supported the expansion of a healthcare clinic with a donation of $85,000.","Donated $50,000 to provide scholarships for blind people pursuing higher education.","Donated $180,000 to a charity providing educational resources to children in refugee camps."
For Blind People,Anshu Vikram Merani	,4000 INR,"Supported the expansion of a healthcare clinic with a donation of $85,000.","Invested $350,000 in a startup developing innovative devices for blind people's mobility.","Invested $190,000 in a startup developing low-cost educational materials for developing countries."
For Blind People,Amar Sanghvi	,5000 INR,"Supported blind people's education with a grant of $100,000 to a specialized school.","Donated $70,000 to sponsor a meals for needy people symposium bringing together experts.","Supported the publication of a research paper with a grant of $20,000 focusing on mental health interventions."
For Blind People,Sohan K.	,5000 INR,"Provided $75,000 in funding for blind people's advocacy and awareness campaigns.","Supported the expansion of a meals for needy people pantry with a donation of $85,000.","Contributed $25,000 to an innovation competition for startups developing mental health technologies."
For Blind People,Dhwani Nawani	,6000 INR,"Endowed $80,000 to establish a foundation dedicated to empowering blind people.","Contributed $95,000 to fund a meals for needy people documentary highlighting hunger issues.","Invested $190,000 in a startup providing renewable energy solutions for rural households."
For Blind People,Chiragbhai Suryakant Thakkar	,100000 INR,"Sponsored a conference with a donation of $30,000 to promote inclusivity for blind people.","Sponsored a conference with a donation of $30,000 to discuss flood management strategies.","Donated $70,000 to sponsor a symposium bringing together experts to discuss issues facing blind people."
For Blind People,Rajul Amitbhai Mehta	,80000 INR,"Donated $40,000 to a blind people's outreach program for skills development.","Donated $40,000 to a flood relief outreach program for psychological support and trauma counseling.","Donated $220,000 to establish a mentorship program for refugee youth."
For Blind People,Amitbhai Harivallabhbhai Mehta	,60000 INR,"Supported the publication of a research paper with a grant of $20,000 focusing on blind people's rights.","Donated $70,000 to sponsor a meals for needy people symposium bringing together experts.","Supported mental health education with a grant of $100,000 to a mental health awareness program."
